index,code,name,en_name
3315,100527,良山,Liangshan
3316,100528,茂名,Maoming
3317,100528,茂名,Maoming
3318,100528,茂名,Maoming
3319,100529,茶陵,Chaling
3320,100529,茶陵,Chaling
3321,100530,荔浦,Lipu
3322,100530,荔浦,Lipu
3323,100531,莆田,Putian
3324,100531,莆田,Putian
3325,100532,华亭,Huating
3326,100532,华亭,Huating
3327,100532,华亭,Huating
3328,100534,万宁,Wanning
3329,100535,万载,Wanzai
3330,100535,万载,Wanzai
3331,100536,蒲城,Pucheng
3332,100536,蒲城,Pucheng
3333,100537,蒲阴,Puyin
3334,100537,蒲阴,Puyin
3335,100538,蓬溪,Pengxi
3336,100538,蓬溪,Pengxi
3337,100538,蓬溪,Pengxi
3338,100539,芜湖,Wuhu
3339,100539,芜湖,Wuhu
3340,100539,芜湖,Wuhu
3341,100540,蓝山,Lanshan
3342,100540,蓝山,Lanshan
3343,100540,蓝山,Lanshan
3344,100541,蕲春,Qichun
3345,100542,蕲水,Qishui
3346,100543,虹县,Hong Xian
3347,100543,虹县,Hong Xian
3348,100544,融水,Rongshui
3349,100545,行唐,Xingtang
3350,100546,卫南,Weinan
3351,100546,卫南,Weinan
3352,100546,卫南,Weinan
3353,100546,卫南,Weinan
3354,100547,卫县,Wei Xian
3355,100547,卫县,Wei Xian
3356,100547,卫县,Wei Xian
3357,100548,衡山,Hengshan
3358,100548,衡山,Hengshan
3359,100549,衡阳,Hengyang
3360,100550,襄邑,Xiangyi
3361,100550,襄邑,Xiangyi
3362,100550,襄邑,Xiangyi
3363,100550,襄邑,Xiangyi
3364,100551,襄陵,Xiangling
3365,100552,西城,Xicheng
3366,100552,西城,Xicheng
3367,100553,西县,Xi Xian
3368,100553,西县,Xi Xian
3369,100553,西县,Xi Xian
3370,100553,西县,Xi Xian
3371,100554,西华,Xihua
3372,100554,西华,Xihua
3373,100555,观城,Guancheng
3374,100555,观城,Guancheng
3375,100555,观城,Guancheng
3376,100555,观城,Guancheng
3377,100556,许田,Xutian
3378,100556,许田,Xutian
3379,100557,贵平,Guiping
3380,100557,贵平,Guiping
3381,100558,赞皇,Zanhuang
3382,100559,赣县,Gan Xian
3383,100560,赤水,Chishui
3384,100560,赤水,Chishui
3385,100561,赵城,Zhaocheng
3386,100562,通化,Tonghua
3387,100562,通化,Tonghua
3388,100563,通城,Tongcheng
3389,100564,通山,Tongshan
3390,100564,通山,Tongshan
3391,100564,通山,Tongshan
3392,100565,通明,Tongming
3393,100565,通明,Tongming
3394,100566,通江,Tongjiang
3395,100566,通江,Tongjiang
3396,100566,通江,Tongjiang
3397,100566,通江,Tongjiang
3398,100568,连山,Lianshan
3399,100569,遂城,Suicheng
3400,100569,遂城,Suicheng
3401,100569,遂城,Suicheng
3402,100569,遂城,Suicheng
3403,100570,遂宁,Suining
3404,100570,遂宁,Suining
3405,100570,遂宁,Suining
3406,100571,遂溪,Suixi
3407,100574,辽山,Liaoshan
3408,100574,辽山,Liaoshan
3409,100575,邛水,Qiongshui
3410,100575,邛水,Qiongshui
3411,100576,邦羁縻州,Bang Jimizhou
3412,100576,邦羁縻州,Bang Jimizhou
3413,100577,邵武,Shaowu
3414,100577,邵武,Shaowu
3415,100578,郏城,Jiacheng
3416,100578,郏城,Jiacheng
3417,100578,郏城,Jiacheng
3418,100579,郴县,Chen Xian
3419,100580,都昌,Duchang
3420,100580,都昌,Duchang
3421,100580,都昌,Duchang
3422,100581,郾城,Yancheng
3423,100581,郾城,Yancheng
3424,100582,邹县,Zou Xian
3425,100583,郧乡,Yunxiang
3426,100584,鄞县,Yin Xian
3427,100584,鄞县,Yin Xian
3428,100585,郑县,Zheng Xian
3429,100586,醴泉,Liquan
3430,100586,醴泉,Liquan
3431,100587,金堂,Jintang
3432,100587,金堂,Jintang
3433,100587,金堂,Jintang
3434,100588,金水,Jinshui
3435,100588,金水,Jinshui
3436,100588,金水,Jinshui
3437,100589,巨鹿,Julu
3438,100590,银川城,Yinchuan Cheng
3439,100592,铜鞮,Tongdi
3440,100593,长林,Changlin
3441,100593,长林,Changlin
3442,100593,长林,Changlin
3443,100594,长乐,Changle
3444,100595,长武,Changwu
3445,100596,长汀,Changting
3446,100597,长沙,Changsha
3447,100598,长泰,Changtai
3448,100598,长泰,Changtai
3449,100599,长社,Changshe
3450,100599,长社,Changshe
3451,100600,长葛,Changge
3452,100600,长葛,Changge
3453,100602,开建,Kaijian
3454,100602,开建,Kaijian
3455,100603,阌乡,Wenxiang
3456,100603,阌乡,Wenxiang
3457,100604,阜城,Fucheng
3458,100604,阜城,Fucheng
3459,100604,阜城,Fucheng
3460,100605,陕县,Shan Xian
3461,100606,陵水,Lingshui
3462,100606,陵水,Lingshui
3463,100607,陆川,Luchuan
3464,100608,阳春,Yangchun
3465,100608,阳春,Yangchun
3466,100609,阳江,Yangjiang
3467,100609,阳江,Yangjiang
3468,100610,阳翟,Yangdi
3469,100610,阳翟,Yangdi
3470,100611,隆化,Longhua
3471,100611,隆化,Longhua
3472,100611,隆化,Longhua
3473,100611,隆化,Longhua
3474,100612,随县,Sui Xian
3475,100613,鸡泽,Jize
3476,100614,难江,Nanjiang
3477,100614,难江,Nanjiang
3478,100614,难江,Nanjiang
3479,100614,难江,Nanjiang
3480,100615,雩都,Yudu
3481,100616,云梦,Yunmeng
3482,100616,云梦,Yunmeng
3483,100616,云梦,Yunmeng
3484,100617,云安,Yunan
3485,100617,云安,Yunan
3486,100617,云安,Yunan
3487,100617,云安,Yunan
3488,100618,零陵,Lingling
3489,100619,电白,Dianbai
3490,100620,灵寿,Lingshou
3491,100621,灵石,Lingshi
3492,100622,青城,Qingcheng
3493,100622,青城,Qingcheng
3494,100623,青涧城,Qingjian Cheng
3495,100623,青涧城,Qingjian Cheng
3496,100623,青涧城,Qingjian Cheng
3497,100624,青石,Qingshi
3498,100624,青石,Qingshi
3499,100624,青石,Qingshi
3500,100625,青苑,Qingyuan
3501,100625,青苑,Qingyuan
3502,100626,青阳,Qingyang
3503,100626,青阳,Qingyang
3504,100627,静乐,Jingle
3505,100627,静乐,Jingle
3506,100628,韦城,Weicheng
3507,100628,韦城,Weicheng
3508,100628,韦城,Weicheng
3509,100629,项城,Hancheng
3510,100629,项城,Hancheng
3511,100630,顺安军,Shunan Jun
3512,100630,顺安军,Shunan Jun
3513,100631,顿丘,Dunqiu
3514,100631,顿丘,Dunqiu
3515,100631,顿丘,Dunqiu
3516,100632,余干,Yugan
3517,100633,高安,Gaoan
3518,100634,高密,Gaomi
3519,100635,高苑,Gaoyuan
3520,100635,高苑,Gaoyuan
3521,100636,高邑,Gaoyi
3522,100637,高邮,Gaoyou
3523,100637,高邮,Gaoyou
3524,100638,高阳,Gaoyang
3525,100638,高阳,Gaoyang
3526,100638,高阳,Gaoyang
3527,100638,高阳,Gaoyang
3528,100639,鲁山,Lushan
3529,100640,盐城,Yancheng
3530,100640,盐城,Yancheng
3531,100640,盐城,Yancheng
3532,100641,黎城,Licheng
3533,100642,黎阳,Liyang
3534,100642,黎阳,Liyang
3535,100642,黎阳,Liyang
3536,100643,鼓城,Gucheng
3537,100643,鼓城,Gucheng
3538,100644,龙化,Longhua
3539,100644,龙化,Longhua
3540,100644,龙化,Longhua
3541,100645,龙南,Longnan
3542,100646,龙安,Longan
3543,100646,龙安,Longan
3544,100647,龙川,Longchuan
3545,100648,龙平,Longping
3546,100648,龙平,Longping
3547,100648,龙平,Longping
3548,100650,龙泉,Longquan
3549,100652,龙兴,Longxing
3550,100654,龙阳,Longyang
3551,100654,龙阳,Longyang
3552,100655,铜陵,Tongling
3553,100655,铜陵,Tongling
3554,100655,铜陵,Tongling
3555,100656,长垣,Changyuan
3556,100656,长垣,Changyuan
3557,100657,长道,Changdao
3558,100657,长道,Changdao
3559,100657,长道,Changdao
3560,100658,开封,Kaifeng
3561,100658,开封,Kaifeng
3562,100659,陈留,Chenliu
3563,100659,陈留,Chenliu
3564,100660,雍丘,Yongqiu
3565,100660,雍丘,Yongqiu
3566,100661,中牟,Zhongmou
3567,100661,中牟,Zhongmou
3568,100662,咸平,Xianping
3569,100662,咸平,Xianping
3570,100663,封丘,Fengqiu
3571,100663,封丘,Fengqiu
3572,100664,尉氏,Weishi
3573,100664,尉氏,Weishi
3574,100665,延津,Yanjin
3575,100665,延津,Yanjin
3576,100666,扶沟,Fugou
3577,100666,扶沟,Fugou
3578,100667,东明,Dongming
3579,100667,东明,Dongming
3580,100668,石泉,Shiquan
3581,100668,石泉,Shiquan
3582,100668,石泉,Shiquan
3583,100669,祥符,Xiangfu
3584,100669,祥符,Xiangfu
3585,100670,鄢陵,Yanling
3586,100670,鄢陵,Yanling
3587,100671,酸枣,Suanzao
3588,100671,酸枣,Suanzao
3589,100672,阳武,Yangwu
3590,100672,阳武,Yangwu
3591,100673,龙泉,Longquan
3592,100674,定安,Dingan
3593,100674,定安,Dingan
3594,100675,宁远,Ningyuan
3595,100675,宁远,Ningyuan
3596,100676,吴县,Wuxian
3597,100677,长洲,Changzhou
3598,100678,常熟,Changshu
3599,100679,吴江,Wujiang
3600,100680,香山,Xiangshan
3601,101000,拱州,Gong Zhou
3602,101000,拱州,Gong Zhou
3603,101003,开德府,Kaide Fu
3604,101003,开德府,Kaide Fu
3605,101004,曹州,Cao Zhou
3606,101004,曹州,Cao Zhou
3607,101005,广济军,Guangji Jun
3608,101006,随州,Sui Zhou
3609,101007,光化军,Guanghua Jun
3610,101008,颍昌府,Yingchang Fu
3611,101008,颍昌府,Yingchang Fu
3612,101009,郑州,Zheng Zhou
3613,101009,郑州,Zheng Zhou
3614,101010,滑州,Hua Zhou
3615,101011,陈州,Chen Zhou
3616,101011,陈州,Chen Zhou
3617,101012,大名府,Daming Fu
3618,101014,通利军,Tongli Jun
3619,101015,银州,Yin Zhou
3620,101016,宪州,Xian Zhou
3621,101017,辽州,Liao Zhou
3622,101018,慈州,Ci Zhou
3623,101019,海州,Hai Zhou
3624,101020,高邮军,Gaoyou Jun
3625,101021,涟水军,Lianshui Jun
3626,101022,天长军,Tianchang Jun
3627,101023,寿春府,Shouchun Fu
3628,101024,安丰军,Anfeng Jun
3629,101025,蕲州,Qi Zhou
3630,101026,光州,Guang Zhou
3631,101027,六安军,Luan Jun
3632,101028,江阴军,Jiangyin Jun
3633,101029,江宁府,Jiangning Fu
3634,101030,德安府,Dean Fu
3635,101031,岳州,Yue Zhou
3636,101033,荆门军,Jingmen Jun
3637,101034,复州,Fu Zhou
3638,101035,汉阳军,Hanyang Jun
3639,101036,成都府,Chengdu Fu
3640,101036,成都府,Chengdu Fu
3641,101037,永安军,Yongkang Jun
3642,101038,石泉军,Shiquan Jun
3643,101039,三泉,Sanquan
3644,101039,三泉,Sanquan
3645,101039,三泉,Sanquan
3646,101039,三泉,Sanquan
3647,101039,三泉,Sanquan
3648,101040,龙州,Long Zhou
3649,101040,龙州,Long Zhou
3650,101041,遵义军,Zunyi Jun
3651,101042,思州,Si Zhou
3652,101043,播州,Bo Zhou
3653,101044,归州,Gui Zhou
3654,101044,归州,Gui Zhou
3655,101045,罗殿,Luodian
3656,101045,罗殿,Luodian
3657,101046,封州,Feng Zhou
3658,101047,梅州,Mei Zhou
3659,101048,龚州,Gong Zhou
3660,101049,高州,Gao Zhou
3661,101050,白州,Bai Zhou
3662,101051,昌化军,Changhua Jun
3663,101052,吉阳军,Jiyang Jun
3664,101052,吉阳军,Jiyang Jun
3665,101056,齐州,Qi Zhou
3666,101057,郓州,Yun Zhou
3667,101058,应天府,Yingtian Fu
3668,101059,兖州,Yan Zhou
3669,101060,颍州,Ying Zhou
3670,101061,瀛州,Ying Zhou
3671,101062,恩州,En Zhou
3672,101063,永静军,Yongjing Jun
3673,101064,干宁军,Qianning Jun
3674,101065,信安军,Xinan Jun
3675,101065,信安军,Xinan Jun
3676,101066,保定军,Baoding Jun
3677,101066,保定军,Baoding Jun
3678,101067,定州,Ding Zhou
3679,101068,邢州,Xing Zhou
3680,101069,赵州,Zhao Zhou
3681,101070,保州,Bao Zhou
3682,101071,安肃军,Ansu Jun
3683,101072,永宁军,Yongning Jun
3684,101073,广信军,Guangxin Jun
3685,101074,延州,Yan Zhou
3686,101075,庆州,Qing Zhou
3687,101076,环州,Huan Zhou
3688,101077,通远军,Tongyuan Jun
3689,101077,通远军,Tongyuan Jun
3690,101078,乐州,Le Zhou
3691,101079,仪州,Yi Zhou
3692,101080,太原府,Taiyuan Fu
3693,101081,潞州,Lu Zhou
3694,101082,晋州,Jin Zhou
3695,101083,保德军,Baode Jun
3696,101083,保德军,Baode Jun
3697,101084,大通监,Datong Jian
3698,101085,真州,Zhen Zhou
3699,101086,通州,Tong Zhou
3700,101087,淮安州,Huaian Zhou
3701,101088,杭州,Hang Zhou
3702,101089,平江府,Pingjiang Fu
3703,101090,镇江府,Zhenjiang Fu
3704,101091,秀州,Xiu Zhou
3705,101092,湖州,Hu Zhou
3706,101093,严州,Yan Zhou
3707,101094,绍兴府,Shaoxing Fu
3708,101095,明州,Ming Zhou
3709,101096,温州,Wen Zhou
3710,101097,宣州,Xuan Zhou
3711,101098,徽州,Hui Zhou
3712,101099,洪州,Hong Zhou
3713,101100,虔州,Qian Zhou
3714,101101,筠州,Yun Zhou
3715,101102,兴国军,Xingguo Jun
3716,101103,建昌军,Jianchang Jun
3717,101104,邵州,Shao Zhou
3718,101105,桂阳军,Guiyang Jun
3719,101106,常德府,Changde Fu
3720,101107,靖州,Jing Zhou
3721,101108,蜀州,Shu Zhou
3722,101109,嘉州,Jia Zhou
3723,101110,威州,Wei Zhou
3724,101111,隆州,Long Zhou
3725,101112,潼川府,Tongchuan Fu
3726,101113,遂宁府,Suining Fu
3727,101114,果州,Guo Zhou
3728,101114,果州,Guo Zhou
3729,101115,泸州,Lu Zhou
3730,101115,泸州,Lu Zhou
3731,101116,叙州,Xu Zhou
3732,101117,广安军,Guangan Jun
3733,101117,广安军,Guangan Jun
3734,101119,剑州,Jian Zhou
3735,101119,剑州,Jian Zhou
3736,101120,兴州,Xing Zhou
3737,101120,兴州,Xing Zhou
3738,101121,黔州,Qian Zhou
3739,101121,黔州,Qian Zhou
3740,101122,达州,Da Zhou
3741,101122,达州,Da Zhou
3742,101123,忠州,Zhong Zhou
3743,101123,忠州,Zhong Zhou
3744,101124,重庆府,Chongqing Fu
3745,101125,建州,Jian Zhou
3746,101126,南剑州,Nanjian Zhou
3747,101127,肇庆府,Zhaoqing Fu
3748,101128,德庆府,Deqing Fu
3749,101129,南雄州,Nanxiong Zhou
3750,101130,英州,Ying Zhou
3751,101131,静江府,Jingjiang Fu
3752,101132,宜州,Yi Zhou
3753,101133,化州,Hua Zhou
3754,101134,廉州,Lian Zhou
3755,101135,万安州,Wanan Zhou
3756,101136,思唐州,Sitang Zhou
3757,101137,仪真郡,Yizhen jun
3758,101138,魏郡,Wei jun
3759,101139,清江郡,Qingjiang jun
3760,101139,清江郡,Qingjiang jun
3761,101140,南仪州,Nanyi zhou
3762,101141,零陵郡,Lingling jun
3763,101142,顺昌军节度,Shunchang Jun
3764,101143,静安军节度,Jing'an Jun
3765,101144,靖江军节度,Jingjiang Jun
3766,101145,云安军节度,Yun'an Jun
3767,101146,云南军节度,Yunnan Jun
3768,101147,集庆军节度,Jiqing Jun
3769,101148,雄远军节度,Xiongyuan Jun
3770,101149,陆海军节度,Luhai Jun
3771,101150,陜府军节度,Shanfu Jun
3772,101151,镇洮军节度,Zhentao Jun
3773,101152,镇武军节度,Zhenwu Jun
3774,101153,镇宁军节度,Zhenning Jun
3775,101153,镇宁军节度,Zhenning Jun
3776,101154,兴宁军节度,Xingning Jun
3777,101155,兴国军节度,Xingguo Jun
3778,101156,临海军节度,Linhai Jun
3779,101157,义成军节度,Yicheng Jun
3780,101158,瀛海军节度,Yinghai Jun
3781,101159,泸川军节度,Luchuan Jun
3782,101159,泸川军节度,Luchuan Jun
3783,101160,江宁军节度,Jiangning Jun
3784,101161,永兴军节度,Yongxing Jun
3785,101162,归义军节度,Guiyi Jun
3786,101163,武清军节度,Wuqing Jun
3787,101164,武平军节度,Wuping Jun
3788,101165,武定军节度,Wuding Jun
3789,101165,武定军节度,Wuding Jun
3790,101165,武定军节度,Wuding Jun
3791,101166,武威军节度,Wuwei Jun
3792,101167,梁山军节度,Liangshan Jun
3793,101168,广济军节度,Guangji Jun
3794,101169,广海军节度,Guanghai Jun
3795,101170,平庐军节度,Pinglu Jun
3796,101171,川昌军节度,Changchang Jun
3797,101172,崇庆军节度,Chongqing Jun
3798,101173,崇宁军节度,Chongning Jun
3799,101174,山南军节度,Shannan Jun
3800,101175,宁江军节度,Ningjiang Jun
3801,101175,宁江军节度,Ningjiang Jun
3802,101176,安武军节度,Anwu Jun
3803,101177,安庆军节度,Anqing Jun
3804,101178,安州军节度,Anzhou Jun
3805,101179,威德军节度,Weide Jun
3806,101180,天德军节度,Tiande Jun
3807,101181,向德军节度,Xiangde Jun
3808,101182,右德军节度,Youde Jun
3809,101183,南平军节度,Nanping Jun
3810,101184,南安军节度,Nan'an Jun
3811,101185,保顺军节度,Baoshun Jun
3812,101185,保顺军节度,Baoshun Jun
3813,101186,保靖军节度,Baojing Jun
3814,101187,保义军节度,Baoyi Jun
3815,101188,保成军节度,Baocheng Jun
3816,101189,保庆军节度,Baoqing Jun
3817,101189,保庆军节度,Baoqing Jun
3818,101190,保定军节度,Baoding Jun
3819,101191,江州,Jiang Zhou
3820,101191,江州,Jiang Zhou
3821,101192,南恩州,Nanen Zhou
3822,101193,北海军,Beihai jun
3823,400105,武清军节度,Wuqing Junjiedu
3824,400195,武昌军节度,Wuchang Junjiedu
3825,400249,静江军节度,Jingjiang Junjiedu
